user_id,segment,primary_intent,created_at,updated_at,preferred_districts,property_type,liked_amenities,min_bedrooms,budget_min,budget_max,age_group,age_group_conf,marital_status,marital_conf,children,children_conf,income_level,income_conf,persona
usr_1101,mid_range,investment,2025-12-01T05:38:53Z,2025-12-16T04:19:41Z,Phường Vũng Tàu,Nhà đất,near_school:1.0|kids_playground:0.66|park:0.56,2,4.2,5.5,,0.0,,0.0,,0.0,,0.0,
usr_1102,mid_range,investment,2025-12-13T14:37:35Z,2025-12-14T17:01:16Z,Phường Tân Mỹ|Phường Cát Lái,Nhà đất|Căn hộ,near_mall:1.0|near_market:0.45|security_24h:0.42|pool:0.55,1,4.1,7.2,,0.0,married,0.82,0.0,0.51,,0.0,
usr_1103,mid_range,investment,2025-12-21T19:16:44Z,2026-01-02T10:26:36Z,Xã Nhà Bè|Phường Long Bình|Phường Nhiêu Lộc,Căn hộ|Nhà đất,near_school:1.0|kids_playground:0.52,3,5.2,6.3,30-40,0.55,,0.0,3.0,0.92,,0.0,
usr_1104,mid_range,rent,2025-12-06T19:12:29Z,2025-12-23T11:27:46Z,Phường Thới An,Nhà đất|Căn hộ,near_bus:1.0|sports_court:0.58,1,3.2,6.3,,0.0,single,0.84,,0.0,,0.0,
usr_1105,affordable,investment,2025-12-20T06:32:16Z,2026-01-14T02:41:14Z,Phường Tân Thuận|Phường Đức Nhuận,Nhà đất,near_mall:1.0|near_market:0.43|security_24h:0.51,1,1.9,2.7,,0.0,,0.0,,0.0,,0.0,
usr_1106,affordable,buy_for_living,2025-12-14T07:26:33Z,2025-12-17T03:20:16Z,Phường Bình Trị Đông|Phường Tân Hưng,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.52,2,1.5,2.3,,0.0,,0.0,2.0,0.7,,0.0,
usr_1107,affordable,buy_for_living,2025-12-03T00:35:19Z,2025-12-24T09:32:22Z,Phường Phú Thạnh|Phường Chánh Phú Hòa|Phường Cầu Ông Lãnh,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.51,3,1.3,2.5,50+,0.93,married,0.76,3.0,0.51,,0.0,
usr_1108,mid_range,investment,2025-12-13T03:37:08Z,2026-01-03T00:08:36Z,Phường An Phú Đông|Phường Tân Sơn Nhất|Phường Tây Thạnh,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.56|park:0.53|near_hospital:0.66,2,4.0,5.5,,0.0,married,0.76,,0.0,,0.0,
usr_1109,affordable,buy_for_living,2025-12-20T05:53:06Z,2026-01-12T16:22:16Z,Phường An Hội Đông|Phường Bình Trưng,Căn hộ|Nhà đất,near_school:1.0|kids_playground:0.63,2,1.5,3.0,20-30,0.91,married,0.6,,0.0,medium,0.71,
usr_1110,affordable,buy_for_living,2025-12-05T08:11:32Z,2025-12-31T22:14:50Z,Phường Tân Phú|Phường Tăng Nhơn Phú|Phường Thông Tây Hội,Nhà đất,gym:1.0|parking:0.67,2,1.2,2.6,,0.0,married,0.82,,0.0,,0.0,
usr_1111,affordable,buy_for_living,2025-12-18T23:45:14Z,2026-01-15T15:46:25Z,Phường Bình Trưng|Phường Bảy Hiền|Phường Cầu Ông Lãnh,Nhà đất,near_bus:1.0|pool:0.63,2,1.6,2.8,20-30,0.91,,0.0,0.0,0.85,,0.0,
usr_1112,affordable,buy_for_living,2025-12-08T07:07:10Z,2025-12-30T23:39:29Z,Phường Cầu Kiệu|Phường Thới An|Phường Long Bình,Nhà đất,near_school:1.0|kids_playground:0.33|park:0.49|near_hospital:0.61,2,1.6,2.3,,0.0,married,0.92,,0.0,high,0.53,
usr_1113,affordable,buy_for_living,2025-12-14T19:42:11Z,2026-01-08T13:35:17Z,Xã Nhà Bè,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.49|park:0.33|near_hospital:0.59,2,1.7,2.8,30-40,0.81,married,0.69,2.0,0.71,,0.0,
usr_1114,affordable,buy_for_living,2025-12-10T14:02:26Z,2026-01-02T14:51:45Z,Phường Gia Định,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.32|park:0.4,2,1.4,2.6,,0.0,married,0.61,,0.0,,0.0,
usr_1115,affordable,buy_for_living,2025-12-21T14:44:51Z,2026-01-03T03:47:33Z,Phường Phú Thuận,Căn hộ,near_school:1.0|kids_playground:0.44|park:0.35,2,1.5,2.6,,0.0,married,0.93,,0.0,,0.0,
usr_1116,affordable,investment,2025-12-16T05:04:03Z,2026-01-12T14:08:29Z,Phường Thới An|Phường Tân Hưng,Nhà đất,near_mall:1.0|near_market:0.51|security_24h:0.56|sports_court:0.33,1,1.6,2.1,,0.0,,0.0,0.0,0.75,,0.0,
usr_1117,affordable,buy_for_living,2025-12-16T04:59:57Z,2025-12-17T09:17:50Z,Phường An Khánh|Phường Gia Định,Căn hộ,pool:1.0|elevator:0.35,1,1.6,2.7,,0.0,,0.0,0.0,0.57,medium_high,0.93,
usr_1118,affordable,buy_for_living,2025-12-13T08:13:23Z,2026-01-11T02:08:41Z,Phường Gò Vấp|Phường Bình Hưng Hòa|Phường Diên Hồng,Nhà đất|Căn hộ,elevator:1.0|sports_court:0.39,1,1.5,2.6,,0.0,,0.0,,0.0,medium_high,0.81,
usr_1119,affordable,buy_for_living,2025-12-12T21:40:06Z,2025-12-25T15:34:43Z,Phường Hiệp Bình|Phường Tân Định,Căn hộ|Nhà đất,parking:1.0|gym:0.56,2,1.3,2.7,50+,0.8,,0.0,0.0,0.88,,0.0,
usr_1120,mid_range,buy_for_living,2025-12-14T00:11:25Z,2025-12-30T21:31:40Z,Phường Chánh Hưng|Phường Tân Sơn,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.63|park:0.61,3,4.5,6.0,,0.0,married,0.81,,0.0,,0.0,
usr_1121,affordable,rent,2025-12-23T11:09:37Z,2025-12-31T00:08:38Z,Phường Thạnh Mỹ Tây|Phường Sài Gòn|Phường Thông Tây Hội,Nhà đất,sports_court:1.0|elevator:0.4,1,1.3,2.6,30-40,0.63,married,0.7,,0.0,medium,0.76,
usr_1122,affordable,investment,2025-12-04T07:01:05Z,2025-12-21T19:00:50Z,Phường Bình Thạnh|Phường Long Bình,Căn hộ,near_mall:1.0|near_market:0.51|security_24h:0.59|near_bus:0.6,1,1.5,2.4,50+,0.79,,0.0,,0.0,medium_high,0.72,
usr_1123,affordable,buy_for_living,2025-12-10T09:22:23Z,2025-12-18T08:33:34Z,Phường Gia Định,Nhà đất|Căn hộ,gym:1.0|near_metro:0.55,2,2.0,2.3,30-40,0.74,single,0.82,0.0,0.78,,0.0,
usr_1124,mid_range,investment,2025-12-07T03:39:19Z,2025-12-30T07:09:26Z,Phường Gia Định,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.63|park:0.57|near_hospital:0.64,3,5.2,6.3,50+,0.64,,0.0,3.0,0.74,,0.0,
usr_1125,mid_range,buy_for_living,2025-12-11T17:49:49Z,2025-12-18T12:00:24Z,Phường Bàn Cờ,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.59|park:0.69|near_hospital:0.6,2,4.4,5.6,,0.0,married,0.73,,0.0,,0.0,
usr_1126,affordable,buy_for_living,2025-12-10T07:02:21Z,2026-01-09T01:13:47Z,Phường Tăng Nhơn Phú|Phường Cát Lái,Nhà đất|Căn hộ,near_metro:1.0|pool:0.38,1,2.1,2.3,,0.0,single,0.77,,0.0,medium_high,0.62,
usr_1127,affordable,buy_for_living,2025-12-23T10:14:54Z,2026-01-08T22:18:31Z,Phường Linh Xuân,Nhà đất|Căn hộ,pool:1.0|parking:0.63,2,1.6,2.3,40-50,0.69,married,0.83,,0.0,,0.0,
usr_1128,affordable,buy_for_living,2025-12-16T21:04:19Z,2025-12-18T22:33:16Z,Xã Nhà Bè,Nhà đất,near_school:1.0|kids_playground:0.41,3,1.4,3.0,,0.0,married,0.86,,0.0,,0.0,
usr_1129,affordable,investment,2025-12-18T06:43:07Z,2026-01-10T10:47:48Z,Phường Bến Thành,Căn hộ,near_mall:1.0|near_market:0.47|security_24h:0.65,2,2.0,2.4,30-40,0.57,,0.0,0.0,0.87,,0.0,
usr_1130,affordable,investment,2025-12-25T05:13:35Z,2026-01-15T23:47:05Z,Phường Thông Tây Hội,Nhà đất|Căn hộ,near_mall:1.0|near_market:0.69|security_24h:0.63|near_bus:0.6,1,1.7,2.8,40-50,0.94,married,0.62,,0.0,medium,0.54,
usr_1131,affordable,buy_for_living,2025-12-09T18:19:29Z,2025-12-29T15:19:09Z,Phường Đức Nhuận|Phường Tân Sơn Hòa|Phường Thông Tây Hội,Nhà đất,gym:1.0|sports_court:0.61,1,1.4,2.7,,0.0,,0.0,,0.0,,0.0,
usr_1132,affordable,investment,2025-12-20T06:24:12Z,2025-12-30T11:06:33Z,Phường Bến Thành|Phường Nhiêu Lộc,Nhà đất,near_school:1.0|kids_playground:0.42|park:0.49,2,1.7,2.8,,0.0,,0.0,1.0,0.7,,0.0,
usr_1133,affordable,investment,2025-12-10T15:36:05Z,2025-12-27T01:34:35Z,Phường Gia Định|Phường An Hội Tây,Nhà đất|Căn hộ,near_mall:1.0|near_market:0.51|security_24h:0.53|gym:0.38,2,1.3,2.5,,0.0,,0.0,,0.0,,0.0,
usr_1134,affordable,buy_for_living,2025-12-05T11:05:23Z,2025-12-20T03:50:05Z,Phường Bình Trị Đông|Phường Bình Hưng Hòa,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.35,2,1.6,3.0,,0.0,,0.0,,0.0,medium,0.63,
usr_1135,affordable,buy_for_living,2025-12-15T01:08:19Z,2025-12-25T11:31:56Z,Xã Nhà Bè,Nhà đất|Căn hộ,sports_court:1.0|pool:0.33,2,1.7,2.9,,0.0,,0.0,0.0,0.88,,0.0,
usr_1136,affordable,buy_for_living,2025-12-06T05:34:51Z,2025-12-22T09:42:39Z,Phường Tân Sơn Nhất|Phường Vĩnh Hội|Xã Trừ Văn Thố,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.36,2,1.6,2.8,,0.0,married,0.61,1.0,0.91,,0.0,
usr_1137,affordable,buy_for_living,2025-12-19T14:35:44Z,2025-12-23T13:19:18Z,Phường Thạnh Mỹ Tây|Phường Phú Nhuận|Phường Tân Hưng,Nhà đất,near_school:1.0|kids_playground:0.37,2,1.8,2.2,,0.0,married,0.58,2.0,0.76,medium_high,0.61,
usr_1138,affordable,investment,2025-12-15T20:05:15Z,2025-12-30T18:13:04Z,Phường Thông Tây Hội|Phường Cầu Kiệu|Phường Tam Thắng,Nhà đất|Căn hộ,near_mall:1.0|near_market:0.55|security_24h:0.33,2,1.8,3.0,30-40,0.94,married,0.8,,0.0,high,0.89,
usr_1139,affordable,buy_for_living,2025-12-17T14:18:25Z,2026-01-03T21:01:30Z,Phường Hòa Hưng|Phường Sài Gòn|Phường An Khánh,Nhà đất|Căn hộ,sports_court:1.0|near_metro:0.53,1,1.6,2.2,,0.0,,0.0,0.0,0.78,,0.0,
usr_1140,affordable,investment,2025-12-09T17:54:43Z,2026-01-01T01:02:24Z,Phường Long Bình|Phường Tây Thạnh|Phường Chánh Hưng,Nhà đất,near_school:1.0|kids_playground:0.69|park:0.55|near_hospital:0.57,2,2.0,2.6,30-40,0.86,married,0.63,1.0,0.73,,0.0,
usr_1141,luxury,buy_for_living,2025-12-19T08:04:42Z,2025-12-20T10:04:45Z,Phường Đức Nhuận|Phường Xóm Chiếu|Xã Hiệp Phước,Nhà đất,near_bus:1.0|sports_court:0.36,1,8.1,24.2,40-50,0.56,married,0.6,0.0,0.88,,0.0,
usr_1142,affordable,investment,2025-12-02T01:25:53Z,2025-12-22T08:58:36Z,Phường Tân Phú|Phường Tân Tạo,Nhà đất,near_school:1.0|kids_playground:0.36|park:0.52|near_hospital:0.49,2,1.8,2.9,30-40,0.51,single,0.87,1.0,0.92,,0.0,
usr_1143,mid_range,buy_for_living,2025-12-16T06:14:33Z,2026-01-14T03:39:52Z,Phường Hòa Hưng|Phường Sài Gòn,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.6,2,3.5,7.8,20-30,0.69,married,0.7,1.0,0.66,,0.0,
usr_1144,affordable,investment,2025-12-14T18:34:19Z,2026-01-10T20:17:38Z,Phường Cầu Ông Lãnh|Phường Phú Định,Nhà đất|Căn hộ,near_mall:1.0|near_market:0.34|security_24h:0.37|parking:0.31,1,1.9,2.6,30-40,0.63,married,0.59,0.0,0.73,,0.0,
usr_1145,affordable,buy_for_living,2025-12-18T09:30:23Z,2026-01-07T18:45:27Z,Phường Phú Nhuận|Phường An Hội Tây,Nhà đất|Căn hộ,elevator:1.0|pool:0.4,1,1.3,2.2,20-30,0.8,single,0.87,0.0,0.61,,0.0,
usr_1146,affordable,buy_for_living,2025-12-23T10:53:07Z,2026-01-12T15:48:06Z,Phường Phú Thuận|Phường Hòa Hưng,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.55,2,1.7,2.6,30-40,0.71,,0.0,,0.0,medium_high,0.64,
usr_1147,luxury,buy_for_living,2025-12-15T16:34:12Z,2025-12-27T15:51:16Z,Phường Tân Thuận,Nhà đất,near_bus:1.0|gym:0.58,2,13.0,29.2,,0.0,married,0.57,,0.0,,0.0,
usr_1148,luxury,rent,2025-12-05T05:31:52Z,2025-12-09T19:52:07Z,Phường Vĩnh Hội,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.36|park:0.63|near_hospital:0.42,2,13.8,19.2,30-40,0.71,married,0.6,,0.0,,0.0,
usr_1149,affordable,buy_for_living,2025-12-17T07:36:39Z,2026-01-02T06:57:01Z,Phường Phú Nhuận|Phường An Hội Tây|Phường Vũng Tàu,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.66,2,1.5,2.7,,0.0,married,0.71,,0.0,medium_high,0.68,
usr_1150,affordable,buy_for_living,2025-12-07T04:23:26Z,2025-12-14T15:10:59Z,Phường Long Phước,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.41,2,1.9,2.5,20-30,0.79,,0.0,2.0,0.5,,0.0,
usr_1151,affordable,buy_for_living,2025-12-03T23:25:52Z,2025-12-26T15:28:06Z,Phường Tăng Nhơn Phú|Phường Long Bình|Phường Xuân Hòa,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.31,2,1.6,2.3,30-40,0.92,married,0.91,,0.0,,0.0,
usr_1152,affordable,buy_for_living,2025-12-03T00:45:43Z,2025-12-21T16:01:17Z,Phường Gia Định|Phường Thông Tây Hội,Nhà đất,near_school:1.0|kids_playground:0.32|park:0.46,2,1.6,2.4,,0.0,,0.0,,0.0,,0.0,
usr_1153,luxury,buy_for_living,2025-12-02T08:18:58Z,2025-12-11T01:34:00Z,Phường Tân Hưng,Nhà đất,near_school:1.0|kids_playground:0.32|park:0.32,2,15.7,20.2,,0.0,,0.0,2.0,0.88,medium,0.91,
usr_1154,affordable,buy_for_living,2025-12-05T13:58:24Z,2025-12-27T10:31:15Z,Phường Phú Thuận,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.38,2,1.5,2.4,20-30,0.53,,0.0,,0.0,medium,0.91,
usr_1155,mid_range,buy_for_living,2025-12-19T14:26:53Z,2026-01-03T06:51:06Z,Phường An Đông,Nhà đất,gym:1.0|sports_court:0.41,2,3.3,6.7,,0.0,married,0.78,,0.0,medium_high,0.91,
usr_1156,affordable,buy_for_living,2025-12-02T07:33:36Z,2025-12-26T15:54:58Z,Xã Tân Nhựt,Nhà đất,near_school:1.0|kids_playground:0.4|park:0.68,2,2.0,2.6,30-40,0.73,married,0.62,,0.0,,0.0,
usr_1157,affordable,buy_for_living,2025-12-08T15:43:45Z,2025-12-23T10:15:22Z,Phường Long Trường|Phường Phước Long,Nhà đất|Căn hộ,sports_court:1.0|gym:0.65,1,1.5,2.3,30-40,0.81,single,0.86,,0.0,high,0.65,
usr_1158,affordable,investment,2025-12-20T19:06:15Z,2026-01-09T10:43:30Z,Xã Bình Hưng,Nhà đất,near_school:1.0|kids_playground:0.51|park:0.31|near_hospital:0.68,3,1.9,2.4,,0.0,married,0.54,,0.0,medium_high,0.83,
usr_1159,mid_range,rent,2025-12-14T19:58:26Z,2026-01-10T08:44:21Z,Phường Hạnh Thông|Phường Thạnh Mỹ Tây|Phường Long Trường,Nhà đất|Căn hộ,elevator:1.0|pool:0.59,2,4.5,7.2,30-40,0.54,single,0.8,,0.0,,0.0,
usr_1160,mid_range,investment,2025-12-21T21:20:47Z,2025-12-31T12:01:09Z,Xã Nhà Bè,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.37|park:0.55,2,4.3,5.9,,0.0,,0.0,,0.0,,0.0,
usr_1161,affordable,buy_for_living,2025-12-19T00:32:53Z,2026-01-12T09:22:27Z,Xã Nhà Bè|Phường Đức Nhuận|Phường Linh Xuân,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.57,3,1.4,2.1,20-30,0.93,married,0.9,,0.0,,0.0,
usr_1162,luxury,investment,2025-12-21T23:08:17Z,2026-01-08T06:30:20Z,Phường Bến Thành,Nhà đất,near_school:1.0|kids_playground:0.59,3,12.8,22.8,40-50,0.6,married,0.68,,0.0,medium_high,0.81,
usr_1163,mid_range,buy_for_living,2025-12-22T21:28:47Z,2026-01-14T03:45:13Z,Phường Thới Hòa|Phường Cầu Ông Lãnh|Phường Chợ Quán,Căn hộ|Nhà đất,near_school:1.0|kids_playground:0.32|park:0.67|near_hospital:0.62,2,4.7,6.5,40-50,0.88,,0.0,2.0,0.57,,0.0,
usr_1164,affordable,buy_for_living,2025-12-02T02:49:27Z,2025-12-28T11:50:32Z,Phường Thới An|Phường Bình Thạnh|Phường Vũng Tàu,Nhà đất,near_bus:1.0|sports_court:0.49,2,1.4,3.0,40-50,0.67,,0.0,0.0,0.89,high,0.84,
usr_1165,affordable,buy_for_living,2025-12-03T03:02:06Z,2025-12-29T04:08:33Z,Phường Bến Thành,Nhà đất,near_bus:1.0|parking:0.46,2,1.9,2.5,40-50,0.92,single,0.8,,0.0,medium,0.92,
usr_1166,mid_range,buy_for_living,2025-12-04T09:25:55Z,2025-12-26T15:07:27Z,Phường Xuân Hòa|Phường Bến Thành,Nhà đất,near_school:1.0|kids_playground:0.44,3,3.8,7.0,,0.0,,0.0,4.0,0.58,,0.0,
usr_1167,affordable,buy_for_living,2025-12-04T05:11:33Z,2025-12-12T21:09:46Z,Phường Tân Sơn|Phường Hiệp Bình|Phường Đức Nhuận,Nhà đất|Căn hộ,near_metro:1.0|parking:0.68,1,2.1,2.5,,0.0,single,0.65,,0.0,,0.0,
usr_1168,affordable,rent,2025-12-03T13:50:15Z,2025-12-24T22:37:05Z,Phường Thạnh Mỹ Tây|Xã Tân Nhựt|Phường Phú Thuận,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.63|park:0.39|near_hospital:0.53,2,1.8,3.0,,0.0,married,0.67,,0.0,,0.0,
usr_1169,mid_range,buy_for_living,2025-12-22T09:37:08Z,2025-12-25T12:43:25Z,Xã Tân Nhựt,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.41,2,3.4,5.8,30-40,0.87,married,0.52,,0.0,,0.0,
usr_1170,affordable,buy_for_living,2025-12-09T09:28:40Z,2025-12-16T01:06:47Z,Xã Hiệp Phước,Nhà đất|Căn hộ,pool:1.0|elevator:0.4,1,1.5,2.6,30-40,0.79,,0.0,,0.0,,0.0,
usr_1171,affordable,buy_for_living,2025-12-10T04:11:13Z,2026-01-07T13:51:06Z,Xã Tân Nhựt|Phường Phú Lâm,Nhà đất,near_school:1.0|kids_playground:0.55|park:0.54|near_hospital:0.44,2,1.3,2.9,,0.0,,0.0,,0.0,medium_high,0.8,
usr_1172,affordable,investment,2025-12-21T12:07:14Z,2026-01-08T05:46:33Z,Phường An Nhơn,Nhà đất|Căn hộ,near_mall:1.0|near_market:0.57|security_24h:0.41,2,2.1,2.2,20-30,0.67,single,0.72,0.0,0.74,medium,0.51,
usr_1173,affordable,buy_for_living,2025-12-23T12:55:10Z,2026-01-11T11:03:07Z,Xã Nhà Bè,Nhà đất|Căn hộ,sports_court:1.0|elevator:0.42,2,2.1,2.7,50+,0.7,,0.0,,0.0,,0.0,
usr_1174,affordable,buy_for_living,2025-12-22T17:05:32Z,2026-01-03T12:20:51Z,Phường Bình Trị Đông|Xã Nhà Bè,Nhà đất|Căn hộ,pool:1.0|near_bus:0.57,2,1.4,2.5,,0.0,,0.0,,0.0,,0.0,
usr_1175,luxury,buy_for_living,2025-12-01T16:00:38Z,2025-12-24T21:51:43Z,Phường An Phú Đông|Phường Phú Thuận,Nhà đất,near_school:1.0|kids_playground:0.62|park:0.61,3,10.5,23.3,30-40,0.79,,0.0,4.0,0.61,medium,0.72,
usr_1176,mid_range,investment,2025-12-13T02:29:41Z,2025-12-28T15:08:51Z,Phường Long Bình,Căn hộ,near_mall:1.0|near_market:0.35,2,5.3,8.0,30-40,0.61,,0.0,,0.0,,0.0,
usr_1177,affordable,investment,2025-12-25T15:59:01Z,2026-01-10T02:46:32Z,Phường Tân Sơn Nhì|Phường An Phú Đông|Phường Bình Đông,Nhà đất|Căn hộ,near_mall:1.0|near_market:0.51,2,1.6,3.0,,0.0,single,0.88,,0.0,,0.0,
usr_1178,affordable,investment,2025-12-04T03:29:48Z,2025-12-16T16:03:42Z,Phường Đức Nhuận|Phường Khánh Hội|Phường Bàn Cờ,Nhà đất,near_mall:1.0|near_market:0.31|security_24h:0.33,1,1.3,2.8,,0.0,,0.0,,0.0,medium,0.91,
usr_1179,mid_range,buy_for_living,2025-12-03T04:44:44Z,2025-12-21T19:12:36Z,Phường Thông Tây Hội|Phường Cát Lái,Nhà đất,elevator:1.0|pool:0.62,1,4.0,6.2,,0.0,,0.0,,0.0,medium,0.64,
usr_1180,mid_range,investment,2025-12-05T06:48:16Z,2025-12-30T22:06:32Z,Phường Vũng Tàu|Phường Phú Định,Nhà đất,near_school:1.0|kids_playground:0.49,2,5.4,7.4,,0.0,married,0.51,,0.0,,0.0,
usr_1181,mid_range,buy_for_living,2025-12-04T18:34:59Z,2026-01-02T12:55:02Z,Xã Nhà Bè,Căn hộ,pool:1.0|near_metro:0.56,1,3.8,6.0,,0.0,single,0.64,,0.0,,0.0,
usr_1182,affordable,investment,2025-12-04T03:41:09Z,2025-12-25T21:39:14Z,Phường Gia Định,Nhà đất,near_mall:1.0|near_market:0.32,1,1.3,2.7,40-50,0.74,,0.0,,0.0,,0.0,
usr_1183,luxury,buy_for_living,2025-12-10T02:34:21Z,2025-12-21T23:43:15Z,Phường Long Bình,Nhà đất,parking:1.0|sports_court:0.61,2,9.8,21.1,30-40,0.64,,0.0,,0.0,,0.0,
usr_1184,affordable,buy_for_living,2025-12-25T10:09:46Z,2026-01-20T01:12:21Z,Phường Bảy Hiền,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.65|park:0.55,2,1.8,2.3,20-30,0.71,,0.0,2.0,0.7,medium_high,0.91,
usr_1185,affordable,rent,2025-12-25T10:13:32Z,2025-12-26T20:55:32Z,Phường An Hội Tây|Phường Chợ Lớn|Phường An Khánh,Nhà đất,near_school:1.0|kids_playground:0.54|park:0.69|near_hospital:0.3,2,1.2,2.5,50+,0.62,married,0.91,,0.0,medium,0.88,
usr_1186,affordable,buy_for_living,2025-12-13T19:55:04Z,2025-12-28T00:40:33Z,Phường Bình Lợi Trung,Nhà đất,near_school:1.0|kids_playground:0.53|park:0.58,2,1.4,2.6,,0.0,married,0.6,2.0,0.95,,0.0,
usr_1187,affordable,buy_for_living,2025-12-07T00:29:41Z,2025-12-13T03:05:30Z,Phường Nhiêu Lộc,Nhà đất,near_school:1.0|kids_playground:0.34|park:0.64,2,1.3,2.5,,0.0,married,0.94,,0.0,,0.0,
usr_1188,affordable,buy_for_living,2025-12-12T15:45:06Z,2026-01-04T01:06:30Z,Phường Bình Đông|Phường Tân Sơn Hòa,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.37,2,1.8,2.4,30-40,0.59,married,0.57,2.0,0.73,medium,0.64,
usr_1189,mid_range,investment,2025-12-10T17:56:59Z,2025-12-25T04:02:22Z,Phường An Phú Đông|Phường Thạnh Mỹ Tây|Phường Bàn Cờ,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.37|park:0.68,2,5.1,6.1,,0.0,married,0.57,,0.0,,0.0,
usr_1190,affordable,investment,2025-12-03T23:02:12Z,2025-12-07T03:23:38Z,Phường Tân Sơn Nhất|Xã Nhà Bè|Phường Hòa Hưng,Căn hộ,near_school:1.0|kids_playground:0.36,2,1.8,2.6,30-40,0.64,,0.0,2.0,0.62,,0.0,
usr_1191,mid_range,buy_for_living,2025-12-22T13:32:11Z,2026-01-05T16:06:19Z,Phường Phú Định|Phường Long Bình,Nhà đất,elevator:1.0|parking:0.49,1,5.4,6.7,,0.0,married,0.6,,0.0,,0.0,
usr_1192,affordable,buy_for_living,2025-12-13T02:00:05Z,2025-12-23T14:15:04Z,Phường Phú Nhuận|Phường Thủ Đức,Nhà đất,near_school:1.0|kids_playground:0.35|park:0.34,2,1.8,2.3,30-40,0.83,married,0.55,,0.0,medium,0.64,
usr_1193,affordable,investment,2025-12-19T20:46:44Z,2025-12-27T23:56:18Z,Xã Tân Vĩnh Lộc,Nhà đất,near_mall:1.0|near_market:0.55,1,1.8,2.2,50+,0.53,,0.0,,0.0,,0.0,
usr_1194,affordable,rent,2025-12-23T05:40:32Z,2026-01-21T16:14:46Z,Phường Nhiêu Lộc|Phường Bảy Hiền,Nhà đất,gym:1.0|parking:0.37,2,1.3,2.3,,0.0,single,0.78,,0.0,,0.0,
usr_1195,luxury,buy_for_living,2025-12-09T04:25:56Z,2026-01-07T14:56:21Z,Phường An Phú Đông|Phường Phú Nhuận,Nhà đất,near_school:1.0|kids_playground:0.4,3,10.1,24.2,20-30,0.54,married,0.73,,0.0,,0.0,
usr_1196,affordable,rent,2025-12-12T14:49:41Z,2025-12-27T21:41:26Z,Phường Hòa Hưng|Phường Bình Tân|Phường Gia Định,Nhà đất,near_school:1.0|kids_playground:0.33|park:0.56,2,1.7,2.7,50+,0.79,married,0.92,2.0,0.89,,0.0,
usr_1197,mid_range,buy_for_living,2025-12-12T14:29:13Z,2026-01-01T20:15:53Z,Phường Cầu Kiệu,Nhà đất,near_school:1.0|kids_playground:0.64|park:0.42|near_hospital:0.53,2,3.7,6.9,,0.0,married,0.85,,0.0,,0.0,
usr_1198,affordable,buy_for_living,2025-12-07T18:35:47Z,2025-12-24T04:01:58Z,Phường Tân Tạo|Phường Bình Hưng Hòa|Xã Hiệp Phước,Nhà đất,near_school:1.0|kids_playground:0.48|park:0.7|near_hospital:0.51,2,1.6,2.4,40-50,0.78,,0.0,,0.0,medium,0.91,
usr_1199,mid_range,buy_for_living,2025-12-06T16:03:34Z,2025-12-11T09:54:27Z,Phường Thới An|Phường Cầu Ông Lãnh|Phường Long Phước,Nhà đất|Căn hộ,near_school:1.0|kids_playground:0.67,2,3.8,7.7,,0.0,,0.0,2.0,0.94,medium,0.61,
